"SampleID","Year","Population","Pco1","Pco2","Pco3","Pco4","Pco5","Pco6","Pco7","Pco8","Pco9","Pco10","PC11","Latitude","Longitude"
"ALS59_10",2019,"Alsum59-2019",-0.0185931543627516,-0.0172504922146651,0.00624954543958455,-0.00633578689457055,-0.0010031826880521,0.010056395225263,-0.00488182757715186,0.0134954465999448,0.00514561079197351,0.0101727349305439,0.0221996902441283,43.209921,-90.207351
"ALS59_12",2019,"Alsum59-2019",-0.0146116176886308,-0.0164870724145458,0.0116633913266312,0.00613536140247235,0.00163648329208657,0.0104339063346226,-0.00774397785138534,0.0023487838074261,0.00998056228300445,0.0257959160982417,0.0322920917532517,43.209921,-90.207351
"ALS59_13",2019,"Alsum59-2019",-0.00986747686009753,0.0232373815782946,0.0180325846414933,-0.00492519165475458,-0.007760712289808,0.00192070922299135,0.0221770774729287,-0.01146139779636,0.00425192181503482,-0.0202791394926442,-0.00620138865194625,43.209921,-90.207351
"ALS140_2015215B",2015,"Alsum140-2015",-0.012803637449302,-0.0137125570187981,0.0209966752672203,0.00641578492577068,-0.0101996155115868,0.000136930635078376,0.00814054234130397,0.00231798141128827,0.0313698780892504,0.0147619684169888,-0.00566453853422282,43.21003333,-90.19736389
"ALS140_2015215C",2015,"Alsum140-2015",-0.0156821521056094,-0.0147609117226254,0.0295407300073464,0.00649134756920342,-0.00442724432055791,0.0181561224579143,-0.00292954093408886,0.00217091896216,0.0279402331910028,0.0172019509098707,0.0157602156611361,43.21003333,-90.19736389
"ALS140_2015215D",2015,"Alsum140-2015",-0.0115033549718276,-0.0120672266056587,0.0250474956883654,0.00275338549847077,-0.0074206508885428,0.0138905796718026,-0.00234713188567383,-0.00137164553510949,-0.00500236602214657,0.0218487201020891,-0.0119403341398392,43.21003333,-90.19736389
"ALS140_2015215E",2015,"Alsum140-2015",0.0106302792157469,-0.0089036794602647,0.0255650023523055,0.0117891576936562,-0.00818653660284637,0.0089573131150306,-0.00126517697701984,0.0135956885802145,0.00824449857669371,0.0195376867132972,-0.00657076467075932,43.21003333,-90.19736389
"ALS140_2015215F",2015,"Alsum140-2015",-0.0125073316263294,-0.013488931703907,0.0251100877123157,0.000794576091840641,-0.0038983297558833,0.00573314090446571,-0.00230334119637767,0.00120926403930155,0.00385792063958053,0.0112451691960912,0.00387220161991617,43.21003333,-90.19736389
"ALS140_2015215G",2015,"Alsum140-2015",-0.0107029786511844,-0.0138950296088328,0.0244574769031971,0.0075964390233288,0.000475340645484517,0.0124708895466934,-0.00562621266068625,-0.00472896096287299,-0.00105171496797812,0.0190787272952223,0.0173941950822384,43.21003333,-90.19736389
"ALS140_2015215H",2015,"Alsum140-2015",-0.00841175119198996,-0.0128321965934416,0.0286917629101736,-0.00261784540408487,0.00548233859116493,0.0152337689089547,-0.0113120299760387,0.011141172901163,-0.00129273240955344,0.00544106081352469,0.0134190522946053,43.21003333,-90.19736389
"ALS140_2015215L",2015,"Alsum140-2015",0.00814302511328635,-0.00735300416204279,0.001372264639791,0.00870222547900948,0.00372110614061884,0.0131828751642494,-0.0139658240892159,-0.00235744333149735,-0.0112672047688062,0.0159940282725784,-0.0145280926293745,43.21003333,-90.19736389
